,block_dc_mc_1,block_dc_mc_2,block_dc_mc_3,block_dc_mc_4,block_dc_mc_5,block_dc_mc_6,block_dc_mc_7,block_dc_mc_8,block_dc_mc_9,block_dc_mc_10,block_dc_mc_11,block_dc_mc_12,block_dc_mc_13,block_dc_mc_14,block_dc_mc_15,block_dc_mc_16,block_dc_mc_17,block_dc_mc_18,block_dc_mc_19,block_dc_mc_20,block_dc_mc_21,block_dc_mc_22,block_dc_mc_23,block_dc_mc_24,block_dc_mc_25,block_dc_mc_26,block_dc_mc_27,block_dc_mc_28,block_dc_mc_29,block_dc_mc_30,block_dc_mc_31,block_dc_mc_32,block_dc_mc_33,block_dc_mc_34,block_dc_mc_35,block_dc_mc_36
Episode 246,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496,10.54486439093496
Episode 247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 248,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446,77.01840354467446
Episode 249,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813,47.93075101429813
Episode 250,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432,38.11529413445432
Episode 251,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852,234.47726221013852
Episode 252,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942,15.70543684902942
Episode 253,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448,10.908957921180448
Episode 254,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703,18.54188156907703
Episode 255,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814,18.7622297294814
Episode 256,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995,14.955992043265995
Episode 257,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293,33.63851481372293
Episode 258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 260,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605,19.08187082401605
Episode 261,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975,83.29467637685975
Episode 262,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384,15.645659940029384
Episode 263,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931,39.62471049250931
Episode 264,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034,12.23871119909034
Episode 265,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749,54.56934147543749
Episode 266,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774,9.767098673893774
Episode 267,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574,11.390949943933574
Episode 268,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031,12.07903383237031
Episode 269,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689,18.14248481049689
Episode 270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 271,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366,13.767619152678366
Episode 272,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027,26.508327075020027
Episode 273,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133,9.55823076943133
Episode 274,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529,11.004744809032529
Episode 275,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885,37.451143526835885
Episode 276,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697,14.61946823687697
Episode 277,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155,62.97644611641155
Episode 278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 291,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062,434.8882882342062
Episode 292,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545,336.7450194865545
Episode 293,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916,1715.1708749027916
Episode 294,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462,524.2984491951462
Episode 295,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205,2600.3499784746205
Episode 296,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126,429.2495506031126
Episode 297,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317,434.8349906328317
Episode 298,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266,381.7899150851266
Episode 299,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413,591.8133348847413
