,block_dc_mc_1,block_dc_mc_2,block_dc_mc_3,block_dc_mc_4,block_dc_mc_5,block_dc_mc_6,block_dc_mc_7,block_dc_mc_8,block_dc_mc_9,block_dc_mc_10,block_dc_mc_11,block_dc_mc_12,block_dc_mc_13,block_dc_mc_14,block_dc_mc_15,block_dc_mc_16,block_dc_mc_17,block_dc_mc_18,block_dc_mc_19,block_dc_mc_20,block_dc_mc_21,block_dc_mc_22,block_dc_mc_23,block_dc_mc_24,block_dc_mc_25,block_dc_mc_26,block_dc_mc_27,block_dc_mc_28,block_dc_mc_29,block_dc_mc_30,block_dc_mc_31,block_dc_mc_32,block_dc_mc_33,block_dc_mc_34,block_dc_mc_35,block_dc_mc_36
Episode 150,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552,554.7181554096552
Episode 151,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349,503.9967057322349
Episode 152,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928,628.7920970659928
Episode 153,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363,367.6065852746363
Episode 154,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637,458.5947445217637
Episode 155,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012,366.9772034742012
Episode 156,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904,1179.1832304138904
Episode 157,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796,571.0904809638796
Episode 158,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793,360.60916842659793
Episode 159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 160,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739,721.2134880852739
Episode 161,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438,591.5095325639438
Episode 162,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394,360.1952172409394
Episode 163,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551,475.0631422281551
Episode 164,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615,493.57589602793615
Episode 165,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853,629.563626139853
Episode 166,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367,420.6713285797367
Episode 167,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752,1801.0322738168752
Episode 168,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238,398.9827943642238
Episode 169,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692,3647.733824183692
Episode 170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 171,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556,616.8813120423556
Episode 172,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188,2668.486615496188
Episode 173,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816,426.9306450897816
Episode 174,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663,625.4674617964663
Episode 175,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152,573.3940313676152
Episode 176,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004,544.4292319739004
Episode 177,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599,386.2024020094599
Episode 178,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796,815.3877128784796
Episode 179,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184,463.64308476499184
Episode 180,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965,1101.224718306965
Episode 181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 182,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103,721.2142789832103
Episode 183,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756,419.6468355064756
Episode 184,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015,564.4418350068015
Episode 185,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098,4381.68101363098
Episode 186,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214,672.4778047455214
Episode 187,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257,706.4476303466257
Episode 188,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631,873.6277701680631
Episode 189,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721,351.3211704457721
Episode 190,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589,470.292001455589
Episode 191,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273,716.1623176344273
Episode 192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Episode 193,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326,436.88120063651326
Episode 194,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849,764.791477708849
Episode 195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.016579244010504,53.5752391750399,56.078732860915984,56.078732860915984,63.03446013861136,65.18067369180474,67.74482293223767,68.31028014654063,68.31028014654063,67.86033426163218,63.06647033628029,68.31028014654063,68.31028014654063,0.0,0.0,-0.9751039021297796,0.9751039021297796
Episode 196,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403,25.701029857400403
Episode 197,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072,10.868627246984072
